text,font_size,bold,italic,y_position,page_number,label,lang
adds value in each of these activities.,9.960000038146973,0,0,554.8330078125,9,Other,en
Version 2014,9.960000038146973,0,0,718.7152099609375,9,Other,en
Page 10 of 12,9.960000038146973,0,0,718.7152099609375,9,Other,en
"May 31, 2014",9.960000038146973,0,0,718.7152099609375,9,Other,en
© International Software Testing Qualifications Board,6.0,0,0,735.8699951171875,9,Other,en
International,9.960000038146973,0,0,36.933013916015625,10,Other,en
Overview,12.0,0,0,36.933013916015625,10,Title,en
Software Testing,9.960000038146973,0,0,36.933013916015625,10,Other,en
Foundation Level Extension – Agile Tester,12.0,0,0,56.733001708984375,10,Other,en
Qualifications,9.960000038146973,0,0,56.733001708984375,10,Other,en
"<image: DeviceRGB, width: 200, height: 143, bpc: 8>",12.0,0,0,31.700023651123047,10,Other,en
Board,9.960000038146973,0,0,59.972991943359375,10,Other,en
"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes",9.960000038146973,0,0,107.15298461914062,10,Other,en
,9.960000038146973,0,0,107.15298461914062,10,Other,en
The tester should be able to describe the differences between testing activities in Agile projects,9.960000038146973,0,0,107.15298461914062,10,Other,en
and non-Agile projects.,9.960000038146973,0,0,107.15298461914062,10,Other,en
,9.960000038146973,0,0,107.15298461914062,10,Other,en
The tester should be able to describe how development and testing activities are integrated in,9.960000038146973,0,0,107.15298461914062,10,Other,en
Agile projects.,9.960000038146973,0,0,107.15298461914062,10,Other,en
,9.960000038146973,0,0,107.15298461914062,10,Other,en
The tester should be able to describe the role of independent testing in Agile projects.,9.960000038146973,0,0,107.15298461914062,10,Other,en
,9.960000038146973,0,0,107.15298461914062,10,Other,en
The tester should be able to describe the tools and techniques used to communicate the status of,9.960000038146973,0,0,107.15298461914062,10,Other,en
"testing in an Agile project, including test progress and product quality.",9.960000038146973,0,0,107.15298461914062,10,Other,en
,9.960000038146973,0,0,107.15298461914062,10,Other,en
The tester should be able to describe the process of evolving tests across multiple iterations and,9.960000038146973,0,0,107.15298461914062,10,Other,en
explain why test automation is important to manage regression risk in Agile projects.,9.960000038146973,0,0,107.15298461914062,10,Other,en
,9.960000038146973,0,0,107.15298461914062,10,Other,en
"The tester should understand the skills (people, domain, and testing) of a tester in an Agile team.",9.960000038146973,0,0,107.15298461914062,10,Other,en
,9.960000038146973,0,0,107.15298461914062,10,Other,en
The tester should be able to understand the role of a tester within an Agile team.,9.960000038146973,0,0,107.15298461914062,10,Other,en
"Chapter 3: Agile Testing Methods, Techniques, and Tools",9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
"The tester should be able to recall the concepts of test-driven development, acceptance test-",9.960000038146973,0,0,261.4036560058594,10,Other,en
"driven development, and behavior-driven development.",9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
The tester should be able to recall the concepts of the test pyramid.,9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
The tester should be able to summarize the testing quadrants and their relationships with testing,9.960000038146973,0,0,261.4036560058594,10,Other,en
levels and testing types.,9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
"For a given Agile project, the tester should be able to work as a tester in a Scrum team.",9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
The tester should be able to assess quality risks within an Agile project.,9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
The tester should be able to estimate testing effort based on iteration content and quality risks.,9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
The tester should be able to interpret relevant information to support testing activities.,9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
The tester should be able to explain to business stakeholders how to define testable acceptance,9.960000038146973,0,0,261.4036560058594,10,Other,en
criteria.,9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
"Given a user story, the tester should be able to write acceptance test-driven development test",9.960000038146973,0,0,261.4036560058594,10,Other,en
cases.,9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
"For both functional and non-functional behavior, the tester should be able to write test cases using",9.960000038146973,0,0,261.4036560058594,10,Other,en
black box test design techniques based on given user stories.,9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
The tester should be able to perform exploratory testing to support the testing of an Agile project.,9.960000038146973,0,0,261.4036560058594,10,Other,en
,9.960000038146973,0,0,261.4036560058594,10,Other,en
The tester should be able to recall different tools available to testers according to their purpose,9.960000038146973,0,0,261.4036560058594,10,Other,en
and to activities in Agile projects.,9.960000038146973,0,0,261.4036560058594,10,Other,en
Version 2014,9.960000038146973,0,0,718.7472534179688,10,Other,en
Page 11 of 12,9.960000038146973,0,0,718.7472534179688,10,Other,en
"May 31, 2014",9.960000038146973,0,0,718.7472534179688,10,Other,en
© International Software Testing Qualifications Board,6.0,0,0,735.8699951171875,10,Other,en
Qualifications Board,9.960000038146973,0,0,59.972991943359375,11,Other,en
"<image: DeviceRGB, width: 200, height: 143, bpc: 8>",12.0,0,0,31.700023651123047,11,Other,en
International,9.960000038146973,0,0,36.933013916015625,11,Other,en
Overview,12.0,0,0,36.933013916015625,11,Title,en
Software Testing,9.960000038146973,0,0,36.933013916015625,11,Other,en
Foundation Level Extension – Agile Tester,12.0,0,0,56.733001708984375,11,Other,en
4. References,12.0,0,0,120.26298522949219,11,H1,en
4.1 Trademarks,14.039999961853027,0,0,169.00697326660156,11,H2,en
The following registered trademarks and service marks are used in this document:,9.960000038146973,0,0,193.19302368164062,11,Other,en
ISTQB® is a registered trademark of the International Software Testing Qualifications Board,12.0,0,0,217.93402099609375,11,Other,en
4.2 Documents and Web Sites,14.039999961853027,0,0,255.0769805908203,11,H2,en
Identifier,9.960000038146973,1,0,279.19281005859375,11,Other,en
Reference,15.960000038146973,1,0,279.19281005859375,11,Other,en
[ISTQB-Web],9.960000038146973,0,0,293.7829895019531,11,Other,en
Web site of the International Software Testing Qualifications Board. Refer,9.960000038146973,0,0,293.7829895019531,11,Other,en
to this website for the latest ISTQB Glossary and Syllabi. (www.istqb.org),9.960000038146973,0,0,293.7829895019531,11,Other,en
Version 2014,9.960000038146973,0,0,718.6878662109375,11,Other,en
Page 12 of 12,9.960000038146973,0,0,718.6878662109375,11,Other,en
"May 31, 2014",9.960000038146973,0,0,718.6878662109375,11,Other,en
© International Software Testing Qualifications Board,6.0,0,0,735.8699951171875,11,Other,en
